1582992066.479238,0
1582992066.590621,7
1582992066.702798,14
1582992066.813484,19
1582992066.927349,18
1582992067.039739,19
1582992067.150175,19
1582992067.260901,19
1582992067.372468,19
1582992067.486159,16
1582992067.598674,15
1582992067.709731,20
1582992067.820955,18
1582992067.933530,19
1582992068.044173,20
1582992068.154894,18
1582992068.266003,18
1582992068.380936,17
1582992068.492384,13
1582992068.605134,17
1582992068.717206,15
1582992068.829024,10
1582992068.939471,10
1582992069.050081,10
1582992069.161107,10
1582992069.272460,11
1582992069.382999,12
1582992069.494054,12
1582992069.606446,12
1582992069.717643,12
1582992069.829202,12
1582992069.939669,11
1582992070.052093,11
1582992070.164358,12
1582992070.274958,12
1582992070.386348,12
1582992070.502162,13
1582992070.612656,14
1582992070.724270,14
1582992070.836096,19
1582992070.948947,19
1582992071.062933,14
1582992071.174373,13
1582992071.283834,8
1582992071.396531,7
1582992071.507641,6
1582992071.619098,6
1582992071.731342,7
1582992071.843381,8
1582992071.955917,7
1582992072.067042,8
1582992072.178821,7
1582992072.289581,8
1582992072.401950,8
1582992072.512735,9
1582992072.624191,9
1582992072.734378,8
1582992072.846148,8
1582992072.957036,9
1582992073.069395,9
1582992073.180554,9
1582992073.293257,9
1582992073.405810,9
1582992073.517886,10
1582992073.629021,11
1582992073.740951,11
1582992073.851298,11
1582992073.962213,11
1582992074.073234,11
1582992074.185777,11
1582992074.297921,17
1582992074.407990,18
1582992074.518635,13
1582992074.628865,13
1582992074.740267,12
1582992074.851703,12
1582992074.963336,12
1582992075.074876,12
1582992075.186099,12
1582992075.298502,13
1582992075.411795,14
1582992075.523033,16
1582992075.637352,14
1582992075.747050,13
1582992075.858222,12
1582992075.971260,13
1582992076.082055,14
1582992076.193900,15
1582992076.305221,14
1582992076.416117,14
1582992076.528446,14
1582992076.639216,14
1582992076.751716,14
1582992076.864926,14
1582992076.975199,14
1582992077.085675,17
1582992077.198184,15
1582992077.308631,16
1582992077.419016,15
1582992077.528954,15
1582992077.640831,16
1582992077.752884,15
1582992077.864871,18
1582992077.975954,18
1582992078.086866,15
1582992078.198532,15
1582992078.311411,12
1582992078.422176,6
1582992078.532836,7
1582992078.644616,8
1582992078.755485,9
1582992078.866271,9
1582992078.975786,9
1582992079.088189,9
1582992079.202867,9
1582992079.315342,9
1582992079.426007,8
1582992079.538994,9
1582992079.649677,9
1582992079.761726,9
1582992079.872744,9
1582992079.983944,9
1582992080.094390,9
1582992080.205921,11
1582992080.317836,11
1582992080.428488,11
1582992080.541377,11
1582992080.654097,10
1582992080.764012,12
1582992080.875121,10
1582992080.986071,11
1582992081.096804,11
1582992081.208412,11
1582992081.319806,11
1582992081.431794,12
1582992081.542646,13
1582992081.654344,12
1582992081.765347,13
1582992081.876320,13
1582992081.989462,13
1582992082.102073,14
1582992082.211919,13
1582992082.323618,19
1582992082.434697,18
1582992082.545570,13
1582992082.656279,14
1582992082.767187,8
1582992082.877710,6
1582992082.988933,6
1582992083.101837,6
1582992083.212051,7
1582992083.323663,7
1582992083.434989,7
1582992083.547470,7
1582992083.659653,8
1582992083.771664,8
1582992083.882596,8
1582992083.993769,8
1582992084.105403,8
1582992084.219475,8
1582992084.329458,9
1582992084.439253,9
1582992084.549477,9
1582992084.660756,9
1582992084.773076,10
1582992084.882907,10
1582992084.993782,11
1582992085.103886,11
1582992085.215709,11
1582992085.328158,10
1582992085.440254,10
1582992085.549988,11
1582992085.661551,11
1582992085.772830,19
1582992085.884437,17
1582992085.995257,14
1582992086.105874,14
1582992086.216542,12
1582992086.326797,12
1582992086.439573,12
1582992086.553917,12
1582992086.664697,11
1582992086.775864,12
1582992086.887503,14
1582992086.998438,13
1582992087.109308,12
1582992087.219285,13
1582992087.329806,13
1582992087.440430,13
1582992087.552588,14
1582992087.664733,14
1582992087.777305,14
1582992087.887737,14
1582992087.999901,14
1582992088.111193,14
1582992088.223686,14
1582992088.337069,14
1582992088.448902,14
1582992088.560010,16
1582992088.672251,15
1582992088.783557,15
1582992088.894183,15
1582992089.005329,16
1582992089.116539,16
1582992089.227408,20
1582992089.337577,18
1582992089.447761,19
1582992089.558653,16
1582992089.670050,15
1582992089.782724,12
1582992089.893995,7
1582992090.005259,7
1582992090.117312,8
1582992090.228628,10
1582992090.342404,9
1582992090.453530,11
1582992090.567249,10
1582992090.678836,9
1582992090.790160,8
1582992090.900985,9
1582992091.011194,9
1582992091.122966,9
1582992091.233929,9
1582992091.346380,10
1582992091.457902,9
1582992091.568791,10
1582992091.679872,11
1582992091.790644,11
1582992091.903665,11
1582992092.015325,10
1582992092.128336,10
1582992092.238958,11
1582992092.350328,11
1582992092.460187,11
1582992092.572205,11
1582992092.682932,12
1582992092.793651,12
1582992092.907241,12
1582992093.017961,13
1582992093.129440,12
1582992093.242622,13
1582992093.359392,13
1582992093.469170,14
1582992093.579943,14
1582992093.691515,19
1582992093.802796,17
1582992093.915204,13
1582992094.026479,14
1582992094.138195,8
1582992094.251105,6
1582992094.361975,6
1582992094.472958,6
1582992094.586049,7
1582992094.698810,7
1582992094.810995,7
1582992094.922336,7
1582992095.035369,8
1582992095.148144,8
1582992095.260933,8
1582992095.373597,8
1582992095.485620,8
1582992095.599007,8
1582992095.710012,8
1582992095.822046,9
1582992095.932582,9
1582992096.043806,10
1582992096.154546,10
1582992096.265881,10
1582992096.376599,9
1582992096.487281,12
1582992096.597774,11
1582992096.708684,10
1582992096.820187,10
1582992096.931218,11
1582992097.042551,11
1582992097.153884,17
1582992097.265617,20
1582992097.377432,13
1582992097.488372,13
1582992097.598620,12
1582992097.708917,12
1582992097.820319,12
1582992097.931702,12
1582992098.042837,12
1582992098.154872,12
1582992098.268288,12
1582992098.379701,14
1582992098.490161,13
1582992098.600822,12
1582992098.712153,13
1582992098.824726,13
1582992098.935403,13
1582992099.046580,14
1582992099.158171,14
1582992099.270356,14
1582992099.382535,14
1582992099.493673,14
1582992099.604684,14
1582992099.715408,14
1582992099.827587,14
1582992099.937639,16
1582992100.048705,15
1582992100.160691,15
1582992100.274280,15
1582992100.383958,16
1582992100.494084,16
1582992100.607357,15
1582992100.719202,18
1582992100.830380,20
1582992100.940780,15
1582992101.052982,15
1582992101.163553,12
1582992101.274217,7
1582992101.385614,7
1582992101.497598,8
1582992101.609396,7
1582992101.720352,10
1582992101.832026,9
1582992101.942222,9
1582992102.052904,9
1582992102.165915,8
1582992102.278257,9
1582992102.388275,9
1582992102.500096,9
1582992102.610075,9
1582992102.722393,9
1582992102.834240,9
1582992102.945541,9
1582992103.059310,11
1582992103.170886,11
1582992103.282622,11
1582992103.396953,11
1582992103.509582,10
1582992103.622251,10
1582992103.733736,11
1582992103.843047,11
1582992103.955404,11
1582992104.066819,11
1582992104.177699,12
1582992104.288615,12
1582992104.401892,12
1582992104.512117,12
1582992104.623418,13
1582992104.746410,13
1582992104.857828,14
1582992104.970309,13
1582992105.082870,19
1582992105.194773,17
1582992105.307275,13
1582992105.418377,14
1582992105.529813,7
1582992105.639471,6
1582992105.751770,6
1582992105.862089,6
1582992105.976608,7
1582992106.089684,7
1582992106.202598,7
1582992106.315251,7
1582992106.426990,8
1582992106.539189,8
1582992106.649259,8
1582992106.758968,8
1582992106.869386,8
1582992106.982412,8
1582992107.095537,8
1582992107.208467,9
1582992107.321332,9
1582992107.433527,9
1582992107.544551,11
1582992107.656911,10
1582992107.769296,10
1582992107.882752,10
1582992107.994086,11
1582992108.106177,10
1582992108.216836,10
1582992108.329080,11
1582992108.439438,11
1582992108.552970,17
1582992108.663957,19
1582992108.776904,13
1582992108.888141,13
1582992109.003873,12
1582992109.116012,12
1582992109.227051,12
1582992109.338382,12
1582992109.451603,11
1582992109.562820,13
1582992109.674282,13
1582992109.785265,12
1582992109.896657,12
1582992110.007074,13
1582992110.116878,13
1582992110.227926,13
1582992110.337408,13
1582992110.448183,14
1582992110.560670,14
1582992110.671344,14
1582992110.783146,14
1582992110.894195,15
1582992111.005880,15
1582992111.117020,14
1582992111.229322,14
1582992111.341130,15
1582992111.452335,15
1582992111.562163,15
1582992111.674163,15
1582992111.784735,16
1582992111.896100,16
1582992112.009735,15
1582992112.120680,19
1582992112.232700,18
1582992112.345172,15
1582992112.456048,14
1582992112.568094,11
1582992112.680637,7
1582992112.792891,8
1582992112.904210,7
1582992113.016712,10
1582992113.127177,10
1582992113.238339,10
1582992113.350032,8
1582992113.462023,8
1582992113.574016,8
1582992113.684821,9
1582992113.795936,9
1582992113.909062,10
1582992114.020450,9
1582992114.129657,9
1582992114.242748,10
1582992114.354044,10
1582992114.465083,11
1582992114.575827,12
1582992114.689272,10
1582992114.799214,10
1582992114.911297,10
1582992115.023400,10
1582992115.136035,11
1582992115.247674,12
1582992115.359188,12
1582992115.470616,12
1582992115.582390,12
1582992115.694912,11
1582992115.807446,13
1582992115.919376,12
1582992116.030931,13
1582992116.141567,13
1582992116.253775,14
1582992116.366052,13
1582992116.478257,20
1582992116.588613,19
1582992116.700078,16
1582992116.811752,13
1582992116.927050,12
1582992117.039349,5
1582992117.151430,6
1582992117.262518,6
1582992117.374953,6
1582992117.487218,7
1582992117.597808,7
1582992117.709627,7
1582992117.820133,7
1582992117.930734,7
1582992118.041341,8
1582992118.151554,8
1582992118.263726,8
1582992118.375228,8
1582992118.492448,8
1582992118.604621,10
1582992118.717309,10
1582992118.829788,10
1582992118.940866,9
1582992119.053932,9
1582992119.165561,9
1582992119.275628,9
1582992119.387474,10
1582992119.497688,10
1582992119.611537,11
1582992119.730120,11
1582992119.844357,12
1582992119.957028,11
1582992120.068344,19
1582992120.181686,13
1582992120.292691,13
1582992120.409013,11
1582992120.520645,13
1582992120.632541,12
1582992120.744271,12
1582992120.856564,12
1582992120.968059,13
1582992121.078141,13
1582992121.189080,13
1582992121.301501,13
1582992121.412725,13
1582992121.523569,13
1582992121.634440,13
1582992121.746239,12
1582992121.859224,14
1582992121.970012,14
1582992122.082125,14
1582992122.193807,14
1582992122.305495,14
1582992122.416563,14
1582992122.527407,14
1582992122.638281,14
1582992122.750897,14
1582992122.863466,15
1582992122.974446,15
1582992123.085102,16
1582992123.201002,14
1582992123.315801,16
1582992123.429442,16
1582992123.539209,19
1582992123.649347,18
1582992123.761462,14
1582992123.873310,14
1582992123.984422,13
1582992124.095029,9
1582992124.206261,7
1582992124.317965,8
1582992124.429207,7
1582992124.540774,11
1582992124.651805,9
1582992124.763715,9
1582992124.877584,8
1582992124.989274,9
1582992125.100026,9
1582992125.213127,9
1582992125.325145,9
1582992125.436733,9
1582992125.548403,9
1582992125.659196,9
1582992125.770143,9
1582992125.885170,10
1582992126.000380,11
1582992126.113349,11
1582992126.228687,12
1582992126.340368,11
1582992126.451531,11
1582992126.562663,10
1582992126.674399,11
1582992126.785703,11
1582992126.896321,11
1582992127.007661,13
1582992127.122178,13
1582992127.233857,12
1582992127.344213,12
1582992127.455672,12
1582992127.567143,13
1582992127.679158,14
1582992127.791064,14
1582992127.902143,20
1582992128.013693,19
1582992128.124144,15
1582992128.235618,14
1582992128.356606,12
1582992128.470489,5
1582992128.585044,6
1582992128.697880,6
